/home/cy0/udacity/sim_train_data/IMG/center_2018_02_04_18_22_18_691.jpg,/home/cy0/udacity/sim_train_data/IMG/left_2018_02_04_18_22_18_691.jpg,/home/cy0/udacity/sim_train_data/IMG/right_2018_02_04_18_22_18_691.jpg,0,0,0,4.168134E-06
/home/cy0/udacity/sim_train_data/IMG/center_2018_02_04_18_22_18_778.jpg,/home/cy0/udacity/sim_train_data/IMG/left_2018_02_04_18_22_18_778.jpg,/home/cy0/udacity/sim_train_data/IMG/right_2018_02_04_18_22_18_778.jpg,0,0,0,5.198323E-06
/home/cy0/udacity/sim_train_data/IMG/center_2018_02_04_18_22_18_847.jpg,/home/cy0/udacity/sim_train_data/IMG/left_2018_02_04_18_22_18_847.jpg,/home/cy0/udacity/sim_train_data/IMG/right_2018_02_04_18_22_18_847.jpg,0,0,0,6.095644E-06
/home/cy0/udacity/sim_train_data/IMG/center_2018_02_04_18_22_18_939.jpg,/home/cy0/udacity/sim_train_data/IMG/left_2018_02_04_18_22_18_939.jpg,/home/cy0/udacity/sim_train_data/IMG/right_2018_02_04_18_22_18_939.jpg,0,0,0,6.626901E-06
/home/cy0/udacity/sim_train_data/IMG/center_2018_02_04_18_22_19_024.jpg,/home/cy0/udacity/sim_train_data/IMG/left_2018_02_04_18_22_19_024.jpg,/home/cy0/udacity/sim_train_data/IMG/right_2018_02_04_18_22_19_024.jpg,0,0,0,6.626634E-06
/home/cy0/udacity/sim_train_data/IMG/center_2018_02_04_18_22_19_116.jpg,/home/cy0/udacity/sim_train_data/IMG/left_2018_02_04_18_22_19_116.jpg,/home/cy0/udacity/sim_train_data/IMG/right_2018_02_04_18_22_19_116.jpg,0,0.09073162,0,0.065042
/home/cy0/udacity/sim_train_data/IMG/center_2018_02_04_18_22_19_220.jpg,/home/cy0/udacity/sim_train_data/IMG/left_2018_02_04_18_22_19_220.jpg,/home/cy0/udacity/sim_train_data/IMG/right_2018_02_04_18_22_19_220.jpg,0,0.3572638,0,0.3385294
/home/cy0/udacity/sim_train_data/IMG/center_2018_02_04_18_22_19_313.jpg,/home/cy0/udacity/sim_train_data/IMG/left_2018_02_04_18_22_19_313.jpg,/home/cy0/udacity/sim_train_data/IMG/right_2018_02_04_18_22_19_313.jpg,-0.05,0.6418047,0,0.7784424
/home/cy0/udacity/sim_train_data/IMG/center_2018_02_04_18_22_19_405.jpg,/home/cy0/udacity/sim_train_data/IMG/left_2018_02_04_18_22_19_405.jpg,/home/cy0/udacity/sim_train_data/IMG/right_2018_02_04_18_22_19_405.jpg,-0.3,0.9170787,0,1.797241
/home/cy0/udacity/sim_train_data/IMG/center_2018_02_04_18_22_19_489.jpg,/home/cy0/udacity/sim_train_data/IMG/left_2018_02_04_18_22_19_489.jpg,/home/cy0/udacity/sim_train_data/IMG/right_2018_02_04_18_22_19_489.jpg,-0.2612164,1,0,2.959016
/home/cy0/udacity/sim_train_data/IMG/center_2018_02_04_18_22_19_558.jpg,/home/cy0/udacity/sim_train_data/IMG/left_2018_02_04_18_22_19_558.jpg,/home/cy0/udacity/sim_train_data/IMG/right_2018_02_04_18_22_19_558.jpg,-0.05157065,1,0,3.659247
/home/cy0/udacity/sim_train_data/IMG/center_2018_02_04_18_22_19_647.jpg,/home/cy0/udacity/sim_train_data/IMG/left_2018_02_04_18_22_19_647.jpg,/home/cy0/udacity/sim_train_data/IMG/right_2018_02_04_18_22_19_647.jpg,0,1,0,4.829073
